CustomerID,Title,FirstName,MiddleName,LastName,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
15018,NA,Felicia,L,Martin,6492 Cunningham Way,NA,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0146,1951-10-24,High School,Skilled Manual,F,M,0,2,0,3,41799
15019,NA,Mary,B,Ramos,2796 Valley Crest Dr.,NA,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0188,1951-03-28,High School,Skilled Manual,F,S,1,2,0,3,31465
15020,NA,Christy,NA,Ma,9970 Loma Linda,NA,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0132,1951-10-24,High School,Skilled Manual,F,M,0,2,0,3,39394
15021,NA,Lucas,J,Moore,Midi-Couleurs,NA,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0137,1951-04-12,High School,Skilled Manual,M,M,0,2,0,3,47204
15022,NA,Latasha,C,Gutierrez,2477 Everett Court,NA,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0186,1951-11-16,Partial College,Clerical,F,M,0,2,0,2,50408
15023,NA,Juan,J,Watson,6409 Queens Road,NA,Spokane,Washington,United States,99202,175-555-0163,1979-07-03,Partial College,Skilled Manual,M,M,1,2,0,0,92484
15024,NA,Nathan,NA,Jones,845 Lay Brooke Way,NA,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0115,1952-11-13,High School,Skilled Manual,M,M,1,2,0,3,50644
15025,NA,Kristi,N,Subram,3605 Haynes Court,NA,Melton,Victoria,Australia,3337,1 (11) 500 555-0119,1952-07-18,Partial College,Clerical,F,S,1,2,0,2,39801
15026,NA,Felicia,J,Diaz,6896 Camino Norte,NA,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0118,1952-07-09,Partial College,Clerical,F,S,1,2,0,2,44535
15027,NA,Tommy,C,Jai,1971 Cleveland Ave.,NA,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0150,1953-10-19,Partial College,Skilled Manual,M,M,1,2,0,3,46347
15028,NA,Tabitha,NA,Alvarez,151 Buchanan Ct,NA,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0164,1980-03-10,Partial College,Manual,F,S,0,1,0,0,18779
15029,NA,Alejandro,W,Ye,5572 Running Springs Road,NA,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0199,1979-06-04,Partial College,Manual,M,S,1,1,0,0,32049
15030,NA,Jeffery,W,Zheng,2228 Alhambra Avenue,NA,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0121,1980-07-12,Bachelors ,Clerical,M,M,1,0,0,0,42209
15031,NA,Darryl,J,Lin,6912 Hamilton Avenue,NA,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0146,1977-02-27,High School,Manual,M,M,1,1,0,0,13995
15032,NA,Meredith,NA,Suarez,8437 Holbrook Dr.,NA,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0180,1976-06-11,High School,Manual,F,S,0,0,1,1,26053
15033,NA,Dana,D,Moreno,8826 Kinross Drive,NA,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0143,1976-07-02,High School,Manual,F,S,0,0,1,1,24156
15034,NA,Hector,L,Suarez,6271 Ironwood Way,NA,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0190,1979-08-26,High School,Manual,M,S,0,0,1,1,15244
15035,NA,Jay,S,Mehta,8408 Garcia Ranch Road,NA,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0197,1979-02-11,High School,Manual,M,S,0,0,1,1,15281
15036,NA,Derek,NA,She,9652 Los Angeles,NA,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0161,1979-08-23,Bachelors ,Clerical,M,S,1,0,0,0,40555
15037,NA,Jaime,L,Raji,1679 Bay View Drive,NA,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0160,1979-08-23,Bachelors ,Clerical,M,S,1,0,0,0,36866
15038,NA,Cedric,NA,Yang,2989 Pepper Way,NA,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0158,1978-07-12,Bachelors ,Clerical,M,M,1,0,0,0,41246
15039,NA,Michele,M,Xie,4951 Coralie Drive,NA,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0140,1977-04-05,High School,Manual,F,S,0,0,1,1,28149
15040,NA,George,NA,Lopez,3175 Olivera Rd.,NA,Findon,South Australia,Australia,5023,1 (11) 500 555-0198,1977-06-10,High School,Manual,M,M,1,0,1,1,11411
15041,NA,Michele,NA,Goel,1136 Lane Way,NA,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0170,1977-09-08,High School,Manual,F,M,1,0,1,1,20875
15042,NA,Bryant,L,Perez,1502 Marion Ct.,NA,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0189,1977-01-21,Partial College,Manual,M,S,0,0,0,0,25281
15043,NA,Joel,A,Gonzalez,9392 16th St.,NA,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0116,1977-05-10,Partial College,Manual,M,S,1,0,0,0,22748
15044,NA,Valerie,M,Hu,4292 Wellington Avenue,NA,Seaford,Victoria,Australia,3198,1 (11) 500 555-0112,1977-08-10,Partial College,Manual,F,S,1,0,0,0,17081
15045,NA,Tasha,R,Luo,"8, rue Pierre-Demoulin",NA,Sèvres,Hauts de Seine,France,92310,1 (11) 500 555-0126,1943-04-20,Partial College,Manual,F,M,1,0,0,2,21147
15046,NA,Casey,NA,Tang,5056 Argyll Ave,NA,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0134,1943-11-18,Graduate Degree,Clerical,F,M,1,0,0,1,69753
15047,NA,Meghan,W,Vazquez,5074 Ulfinian Way,NA,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0165,1961-08-11,Graduate Degree,Clerical,F,M,1,0,0,3,68693
15048,NA,Bonnie,H,Yuan,6126 Virgil Street,NA,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0111,1961-06-19,Graduate Degree,Clerical,F,M,1,0,0,3,54209
15049,NA,Frank,M,Dominguez,Buergermeister-ulrich-str 5800,NA,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0124,1960-03-24,High School,Manual,M,S,0,1,1,1,24425
15050,NA,Joshua,NA,Miller,Kampstr 7257,NA,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0124,1960-12-10,Partial College,Manual,M,S,0,0,1,1,31650
15051,NA,Harold,J,McDonald,5071 Almaden Dr.,NA,Berkshire,England,United Kingdom,RG11 5TP,1 (11) 500 555-0179,1960-05-23,Partial College,Manual,M,S,0,0,1,1,31292
15052,NA,Kari,S,Moreno,6558 Nulty Drive,NA,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0148,1960-05-05,Partial College,Manual,F,M,1,0,1,1,23997
15053,NA,Kurt,NA,Andersen,"600, avenue des Laurentides",NA,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0147,1959-11-09,High School,Manual,M,S,0,1,1,1,21770
15054,NA,Roger,L,Anand,Parise Straße 7556,NA,München,Hessen,Germany,80074,1 (11) 500 555-0142,1959-02-14,Partial College,Manual,M,S,1,1,0,2,20836
15055,NA,Patrick,W,Torres,Kulmer Straße 4625,NA,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0180,1959-07-22,Partial College,Manual,M,M,1,1,0,2,27802
15056,NA,Jaime,L,Suarez,7129 Corte Bonita,NA,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0196,1959-04-02,Partial College,Manual,F,M,1,1,0,2,20426
15057,NA,Regina,M,Chandra,4012 Lime Ridge Drive,NA,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0161,1959-06-27,Partial College,Manual,F,S,1,1,0,2,26823
15058,NA,Julio,J,Suarez,2687 Apollo Way,NA,Watford,England,United Kingdom,WA3,1 (11) 500 555-0187,1959-11-27,Graduate Degree,Clerical,M,M,1,0,0,3,78720
15059,NA,Lisa,R,Zhu,3359 Northwood Dr,NA,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0175,1959-09-14,Graduate Degree,Clerical,F,M,1,0,0,3,59367
15060,NA,Max,W,Vazquez,"27, place Beaubernard",NA,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0112,1958-12-24,Partial College,Manual,M,S,1,1,0,2,30102
15061,NA,Margaret,G,Ma,"208, chaussée de Tournai",NA,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0111,1960-05-28,Graduate Degree,Clerical,F,M,1,0,0,3,74064
15062,NA,Jaime,NA,Alonso,9923 Pampered Ct.,NA,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0139,1960-09-22,Graduate Degree,Clerical,F,S,1,0,0,3,68026
15064,NA,Erik,C,Rubio,"4313, rue de Linois",NA,Paris,Seine (Paris),France,75019,1 (11) 500 555-0143,1960-08-03,Bachelors ,Clerical,M,M,1,0,0,3,59239
15065,NA,Alejandro,P,Gao,Postfach 99 09 00,NA,Berlin,Hessen,Germany,12171,1 (11) 500 555-0128,1970-05-15,High School,Manual,M,S,0,1,1,1,20599
15066,NA,Diana,NA,Munoz,"9, rue de Courtaboeuf",NA,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0116,1970-03-05,High School,Manual,F,M,1,1,1,1,24754
15067,NA,Dana,NA,Alvarez,"44, rue du Départ",NA,Versailles,Yveline,France,78000,1 (11) 500 555-0149,1970-02-05,High School,Manual,F,S,1,0,2,2,25271
15068,NA,Jessica,NA,Barnes,Am Gallberg 2667,NA,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0123,1970-02-17,Partial College,Manual,F,S,0,1,0,0,13954
15069,NA,Noah,L,Lal,Krönerweg 26,NA,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0126,1970-03-23,Partial College,Manual,M,S,1,1,0,0,20078
15070,NA,Alfredo,N,Navarro,"1103, rue Lamarck",NA,Paris,Seine (Paris),France,75019,1 (11) 500 555-0131,1969-04-09,High School,Manual,M,S,1,0,2,2,15712
15071,NA,Krista,R,Gutierrez,"254, rue de Bas Marin",NA,Lille,Nord,France,59000,1 (11) 500 555-0181,1970-12-17,Bachelors ,Clerical,F,S,1,0,0,0,44355
15072,NA,Whitney,NA,Subram,Attaché de Presse,NA,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0165,1970-07-04,Bachelors ,Clerical,F,S,1,0,0,0,65020
15073,NA,Tasha,NA,Chander,Parise Straße 7551,Verkaufsabteilung,Berlin,Saarland,Germany,12311,1 (11) 500 555-0141,1970-05-07,Bachelors ,Clerical,F,M,1,0,0,0,51289
15074,NA,Elizabeth,NA,Perry,Postfach 2 77 77,NA,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0193,1920-02-26,Bachelors ,Clerical,F,M,0,2,0,3,32246
15075,NA,Alexa,NA,Kelly,2212 Palmer Rd,NA,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0184,1920-09-15,Bachelors ,Clerical,F,M,0,2,0,3,23727
15076,NA,Sheila,NA,Ramos,Winterfeldtstr 4442,NA,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0116,1969-06-20,Partial College,Manual,F,M,0,1,0,0,16826
15077,NA,Dominique,S,Lopez,8921 Jill Ave.,NA,York,England,United Kingdom,YO15,1 (11) 500 555-0153,1969-05-16,Bachelors ,Clerical,F,M,1,0,0,0,45956
15078,NA,Jacob,H,Wilson,6064 Brodia Court,NA,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0124,1969-08-10,Bachelors ,Clerical,M,S,0,0,0,0,68091
15079,NA,Jose,C,Martin,"56, rue des Grands Champs",NA,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0191,1969-06-04,Bachelors ,Clerical,M,M,1,0,0,0,67163
15080,NA,Evelyn,P,Chandra,Pappelallee 665,NA,München,Hessen,Germany,80074,1 (11) 500 555-0145,1969-11-09,Graduate Degree,Clerical,F,M,1,0,0,0,53917
15081,NA,Daisy,NA,Munoz,6053 Frisbie Court,NA,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0173,1969-12-20,Graduate Degree,Clerical,F,M,1,0,0,0,63873
15082,NA,Kelvin,NA,Lal,"118, rue Marbeuf",NA,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0150,1969-06-13,Graduate Degree,Clerical,M,M,1,0,0,0,73946
15083,NA,Teresa,A,Gutierrez,5525 Lisa Lee Lane,NA,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0156,1969-07-05,Graduate Degree,Clerical,F,M,1,0,0,0,60334
15084,NA,Adrienne,NA,Serrano,Winterfeldtstr 2529,NA,Kassel,Hessen,Germany,34117,1 (11) 500 555-0186,1969-09-20,Graduate Degree,Clerical,F,S,1,0,0,0,68407
15087,NA,Robin,L,Sanz,3830 York Dr.,NA,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0194,1969-05-04,Graduate Degree,Skilled Manual,F,S,0,0,0,0,63505
15088,NA,Colleen,J,Cai,5500 Grammercy Lane,NA,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0159,1969-03-09,Graduate Degree,Skilled Manual,F,S,1,0,0,0,56632
15089,NA,Martin,NA,Prasad,8122 Mink Court,NA,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0123,1969-11-02,Graduate Degree,Skilled Manual,M,M,1,0,0,0,64957
15090,NA,Troy,NA,Mehta,Zur Lindung 1,NA,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0187,1953-06-24,High School,Manual,M,S,1,2,1,2,22584
15091,NA,Jermaine,C,Madan,Kampstr 989,NA,Essen,Hamburg,Germany,45001,1 (11) 500 555-0195,1968-03-20,Partial College,Manual,M,M,1,0,1,1,23742
15092,NA,Adrian,F,Morris,Bundesallee 6234,NA,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0146,1954-08-18,Partial College,Professional,M,M,1,1,2,3,127792
15093,NA,Johnny,NA,Moyer,Midi-Couleurs,NA,Paris,Seine (Paris),France,75009,1 (11) 500 555-0111,1944-02-17,High School,Professional,M,M,1,2,1,5,89595
15094,NA,Wendy,B,Ortega,"5710, rue Villedo",NA,Paris,Seine (Paris),France,75003,1 (11) 500 555-0113,1944-03-19,High School,Professional,F,M,1,2,1,5,84607
15095,NA,Jodi,A,Shan,"35, rue de Longchamp",NA,Les Ulis,Essonne,France,91940,1 (11) 500 555-0195,1945-01-05,High School,Professional,F,M,0,2,1,5,78378
15096,Mr.,Gary,NA,Schare,Kulmer Straße 36,NA,Braunschweig,Nordrhein-Westfalen,Germany,38001,157-555-0100,1945-07-17,Bachelors ,Management,M,M,1,2,0,5,136596
15097,NA,Morgan,NA,Bennett,5283 Rishell Ct.,NA,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0198,1945-04-23,Bachelors ,Management,F,M,1,4,4,4,133704
15098,NA,Diana,NA,Sanz,"198, avenue du Québec",NA,Chatou,Yveline,France,78400,1 (11) 500 555-0178,1946-02-28,Partial College,Professional,F,S,0,2,0,5,101523
15099,NA,Alvin,NA,Ma,"26, rue de l´Esplanade",NA,Croix,Nord,France,59170,1 (11) 500 555-0160,1946-06-09,Partial College,Professional,M,S,1,2,0,5,119536
15101,NA,Shawn,E,Shan,Berliner Platz 224,NA,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0120,1946-10-17,Bachelors ,Management,M,S,1,1,5,5,176228
15102,NA,Allen,A,Malhotra,5053 F. Mt Hood Circle,NA,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0180,1946-08-14,Partial College,Professional,M,M,1,4,4,4,156937
15103,NA,Jonathan,D,Lopez,5950 Coggins Drive,NA,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0110,1953-03-08,Partial College,Professional,M,M,1,2,2,4,127875
15104,NA,Ashley,NA,Thompson,"371, rue des Rosiers",NA,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0117,1953-02-04,Partial College,Professional,F,M,1,2,2,4,115688
15105,NA,Tina,F,Rana,Alderweg 9784,NA,Berlin,Saarland,Germany,12171,1 (11) 500 555-0157,1954-10-09,High School,Professional,F,M,1,3,4,4,99885
15106,NA,Shannon,R,Navarro,2403 Riverwood Circle,NA,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0194,1954-11-07,High School,Professional,M,M,1,4,4,4,165877
15107,NA,Roy,NA,Saunders,"34, route de Marseille",NA,Boulogne-sur-Mer,Pas de Calais,France,62200,1 (11) 500 555-0167,1953-07-20,Partial College,Professional,M,M,1,2,2,4,125054
15108,NA,Colleen,NA,Gao,5167 Oakmead,NA,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0124,1953-07-06,Partial College,Professional,F,M,1,2,5,5,139297
15109,NA,Meghan,K,Carlson,"118, rue Marbeuf",NA,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0115,1952-06-10,High School,Professional,F,M,1,2,1,4,101163
15110,NA,Janelle,M,Prasad,Kampstr 9859,NA,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0125,1952-02-26,Partial College,Professional,F,M,1,4,4,4,98066
15112,NA,Alicia,NA,Luo,"88040, rue Basse-du-Rocher",NA,Paris,Seine (Paris),France,75006,1 (11) 500 555-0149,1951-11-18,High School,Professional,F,M,1,3,1,4,108033
15113,NA,Robert,NA,Smith,Erftplatz 123,Verkaufsabteilung,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0166,1951-06-04,High School,Professional,M,M,1,2,2,5,121711
15114,NA,Erika,NA,Munoz,Galeriestr 626,NA,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0113,1951-10-27,Partial College,Professional,F,M,1,2,5,5,128081
15115,NA,Christian,M,Patterson,"33, rue Georges-Clémenceau",NA,Dunkerque,Nord,France,59140,1 (11) 500 555-0196,1950-06-13,High School,Management,M,S,1,3,1,4,127148
15116,NA,Mackenzie,M,Ramirez,Knaackstr 44,Verkaufsabteilung,Kassel,Hessen,Germany,34117,1 (11) 500 555-0172,1950-04-26,Partial College,Management,F,M,0,4,4,4,102752
15117,NA,Dana,B,Dominguez,Carlsplatz 46,NA,Duesseldorf,Hessen,Germany,40434,1 (11) 500 555-0111,1949-05-14,Partial College,Management,F,M,1,4,4,4,95415
15118,NA,Nelson,NA,Ortega,916 Sandview Dr.,NA,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0113,1949-07-09,High School,Management,M,M,1,4,5,5,161369
15119,NA,Johnny,NA,Tang,1873 Lyon Circle,NA,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0113,1947-10-07,Partial High School,Professional,M,M,1,4,5,5,155066
15120,NA,Erika,NA,Suarez,5160 Mt. Wilson Way,NA,Geelong,Victoria,Australia,3220,1 (11) 500 555-0160,1976-02-17,Bachelors ,Professional,F,M,1,2,0,0,83000
15122,NA,Abby,T,Raman,6937 E. 42nd Street,NA,Townsville,Queensland,Australia,4810,1 (11) 500 555-0189,1976-12-11,Bachelors ,Professional,F,S,1,3,0,0,78308
15123,NA,Sergio,L,Lopez,8461 Lodge Drive,NA,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,1975-09-26,Bachelors ,Professional,M,S,1,3,0,0,102206
15124,NA,Wendy,A,Hernandez,4346 Woodchuck Pl.,NA,Seaford,Victoria,Australia,3198,1 (11) 500 555-0159,1974-11-18,Bachelors ,Professional,F,S,1,4,0,0,82175
15125,NA,Cory,A,Martinez,8981 Stafford Ave,NA,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0180,1975-02-07,Bachelors ,Professional,M,S,0,3,0,0,125273
15126,NA,Manuel,NA,Sanchez,3628 Terra Granda,NA,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0172,1975-02-21,Bachelors ,Professional,M,S,1,3,0,0,133620
15127,NA,Wesley,K,Yang,74 Jamie Way,NA,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0188,1975-02-14,Bachelors ,Professional,M,S,0,2,0,0,129497
15128,NA,Angelica,NA,Barnes,7090 Peabody Road,NA,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0143,1974-05-22,Bachelors ,Professional,F,S,0,4,0,0,92868
15129,NA,Jennifer,M,Patterson,7572 Easley Drive,NA,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0175,1973-10-06,Bachelors ,Professional,F,M,0,3,0,0,105320
15130,NA,Roger,V,Ma,616 Willow Court,NA,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0133,1973-09-14,Bachelors ,Professional,M,S,0,3,0,0,128502
15131,NA,Lacey,L,Sun,2540 Waterview Place,NA,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0159,1972-02-24,Bachelors ,Professional,F,S,1,3,0,0,103996
15132,NA,Jenny,NA,Pal,2672 Viking Drive,NA,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0143,1973-03-22,High School,Management,F,M,1,2,5,5,101513
15134,NA,Meagan,J,Raman,5640 Icicle Way,NA,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0151,1972-11-21,Bachelors ,Professional,F,S,1,3,0,0,104185
15135,NA,Derek,M,Kumar,9416 Shadow Falls Drive,NA,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0127,1972-02-15,Bachelors ,Professional,M,S,0,3,0,0,136060
15136,NA,Emma,M,Johnson,4350 Laguna St,NA,Townsville,Queensland,Australia,4810,1 (11) 500 555-0175,1972-05-02,High School,Management,F,M,0,3,5,5,99112
15137,NA,Luke,NA,Foster,2024 Belle Dr,NA,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0115,1972-08-13,High School,Management,M,M,1,3,5,5,114696
15138,NA,Monique,J,Hernandez,2200 Rock Oak Road,NA,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0139,1972-06-20,High School,Management,F,S,1,3,5,5,105253
15139,NA,Colin,M,She,4350 Laguna St,NA,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0196,1971-05-02,Bachelors ,Professional,M,M,0,4,0,0,139250
15140,NA,Diane,A,Bradley,3086 Indigo Ct,NA,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0139,1971-09-06,Bachelors ,Professional,F,S,0,4,0,0,107506
15141,NA,Sandra,P,Zheng,6790 Falcon Dr.,NA,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0147,1971-10-22,Bachelors ,Professional,F,S,1,4,0,0,105334
15142,NA,Karl,NA,Nara,9906 Oak Grove Road,NA,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0189,1972-05-12,High School,Management,M,M,1,4,5,5,159182
15143,NA,Kelvin,S,Wang,3467 Monzeneda Way,NA,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0149,1971-06-17,Bachelors ,Professional,M,M,1,4,0,0,134828
15144,NA,Deanna,W,Serrano,2763 Pass,NA,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0153,1971-04-04,Bachelors ,Professional,F,S,1,4,0,0,119024
15145,NA,Crystal,A,Lu,8473 Larkwood Ct.,NA,Geelong,Victoria,Australia,3220,1 (11) 500 555-0199,1971-07-19,Bachelors ,Professional,F,S,1,4,0,0,109235
15146,NA,Adriana,M,Sara,6358 Parkview Court,NA,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0195,1971-06-12,High School,Management,F,M,1,4,5,5,94731
15147,NA,Clarence,R,Chen,1310 Mitchelleanjen Ln.,NA,Townsville,Queensland,Australia,4810,1 (11) 500 555-0119,1971-03-16,High School,Management,M,M,1,4,5,5,115806
15148,NA,James,M,West,846 Springwood Way,NA,Townsville,Queensland,Australia,4810,1 (11) 500 555-0187,1970-07-09,Bachelors ,Professional,M,M,1,4,0,0,112243
15149,NA,Natalie,NA,Morgan,9394 Poor Ridge Court,NA,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0184,1970-08-27,Bachelors ,Professional,F,M,0,4,0,0,118552
15150,NA,Colleen,D,Shan,1153 Southampton Road,NA,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0142,1970-05-24,High School,Management,F,M,0,4,5,5,137261
15151,NA,Karl,M,Shen,857 Alum Rock Drive,NA,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0182,1971-12-14,Partial High School,Professional,M,M,1,4,5,5,160070
15152,NA,Meghan,J,Moreno,8048 Shepberry Court,NA,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0112,1971-06-15,Partial High School,Professional,F,M,1,4,5,5,130949
15153,NA,Kristen,R,Li,4752 Willow Creek Ct.,NA,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0113,1971-10-04,Partial High School,Professional,F,M,0,4,5,5,129215
15154,NA,Joe,NA,Hernandez,5012 Bayshore Rd.,NA,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0131,1971-09-07,Partial High School,Management,M,M,1,4,5,5,159894
15155,NA,Jamie,NA,Harrison,7046 Slow Creek Road,NA,Colma,California,United States,94014,200-555-0168,1941-09-08,Graduate Degree,Management,F,M,1,2,0,5,94917
15156,NA,Dylan,D,Foster,7035 Creekridge Lane,NA,Concord,California,United States,94519,246-555-0114,1941-02-22,Bachelors ,Management,M,M,1,2,0,5,134551
15158,NA,Victoria,NA,Moore,5707 Monte Vista Road,NA,Los Angeles,California,United States,90012,364-555-0124,1941-06-13,Graduate Degree,Management,F,M,1,3,3,3,113940
15159,NA,Eric,NA,Washington,1345 La Luz,NA,Yakima,Washington,United States,98901,874-555-0150,1941-08-15,Graduate Degree,Management,M,M,1,3,3,3,142948
15160,NA,Candace,S,Van,420 Royal Links Circle,NA,Chula Vista,California,United States,91910,954-555-0133,1942-01-20,Bachelors ,Management,F,M,1,2,0,5,98790
15161,NA,Trinity,A,James,1868 Alexander Pl,NA,Palo Alto,California,United States,94303,149-555-0196,1942-08-16,Bachelors ,Management,F,S,1,2,0,5,113432
15163,NA,Victoria,J,Murphy,1013 Buchanan Rd,NA,Yakima,Washington,United States,98901,338-555-0126,1942-07-06,Graduate Degree,Management,F,M,1,3,3,3,107785
15164,NA,Savannah,NA,Collins,96 Citrus Ave.,NA,Mill Valley,California,United States,94941,763-555-0163,1943-11-26,Graduate Degree,Management,F,M,1,3,3,3,101423
15165,NA,Carl,NA,Anand,8743 Roanwood Way,NA,Colma,California,United States,94014,127-555-0124,1943-07-12,Graduate Degree,Management,M,M,1,3,3,3,131784
15166,NA,Nina,NA,Goel,9770 Fraga Court,#91,Concord,California,United States,94519,786-555-0115,1943-09-11,Bachelors ,Management,F,M,1,4,3,3,150797
15167,NA,Sara,NA,Hernandez,5476 Weber Bryan,NA,Edmonds,Washington,United States,98020,118-555-0122,1943-03-24,Bachelors ,Management,F,M,1,4,3,3,141097
15168,NA,Xavier,R,Bell,7194 Fourth St.,NA,Port Orchard,Washington,United States,98366,696-555-0116,1944-12-07,Bachelors ,Management,M,M,1,2,0,4,108841
15169,NA,Zachary,M,Miller,6866 Franklin Canyon Rd.,NA,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0161,1953-04-05,Partial College,Skilled Manual,M,M,1,2,0,3,43738
15175,NA,Kristi,S,Malhotra,4605 Springvale Court,NA,Calgary,Alberta,Canada,T2P 2G8,380-555-0148,1973-11-25,Partial College,Professional,F,S,1,2,0,0,76874
15176,NA,Kristi,NA,Ramos,4594 Springer Court,NA,Cliffside,British Columbia,Canada,V8Y 1L1,187-555-0112,1973-03-01,Partial College,Professional,F,M,1,2,0,0,73957
